fen,uci,comment
r2q1rk1/pp2bppp/2n2n2/3pNb2/2pP1B2/2N1P2P/PP2BPP1/R2Q1RK1 b - - 4 11,a8c8,Not 11...Nxe5 12.dxe5 and the d-pawn is very weak.
2rq1rk1/pp2bppp/2n2n2/3pNb2/2pP1B2/2N1PB1P/PP3PP1/R2Q1RK1 b - - 6 12,c6b4,"This move trie s to take advantage of the outpost on d3. However, I'm not entirely sure of the tactics. akryl: Nothing wrong as far as i see. You need to remember that your d3 bishop is severely restricted by your pawns."
2rq1rk1/pp2bppp/5n2/3p4/2pP1B2/P1NbPB1P/1P3PP1/R2QR1K1 b - - 1 15,a7a6,And here you make a grave mistake. 15... Rc6/h6/Ne4/Re8 are all better and more to the point.
2rq1rk1/1p2bppp/p4n2/3p4/2pP1B2/P1NbPB1P/1P3PP1/R2QR1K1 w - - 0 16,f4e5,White having made nothing to preserve his opening advantage. Fails to see that Bg5 wins piece. He most probably missed 16... Ne4!
2rq1rk1/1p2bppp/p4n2/3pB3/2pP4/P1NbPB1P/1P3PP1/R2QR1K1 b - - 1 16,f6e4,"Black allows White to create a passed pawn, but the bishop on d3 should be plenty of compensation. akryl: You need not fear that pawn as it is easily blocked. And you have a Queen side majority. Your plan should be to avoid exchanging pieces. Unless it gains you something tangible. Advance the queenside majority while activating his pieces and then opening up the game on either side of the board."
2rq1rk1/1p2bppp/p7/4B3/2pPp3/P2bP2P/1P2BPP1/R2QR1K1 b - - 1 18,e7d6,No! How dangerous is that bishop?! Yours is eyeing the queen side. Better Qd5/Rc6 and all your pieces are activated. And the bishop might consider Be7-d8-a5. And the end seems near.
2rq1rk1/1p3ppp/p2B4/8/2pPp3/P2bP2P/1P2BPP1/R2QR1K1 b - - 0 19,d8d6,akryl you should now concentrate on activating your queen and rooks. While advancing your queenside majority to a5/b5 and then opening the kingside for action.
2r2rk1/5ppp/p2q4/1p6/2pPp3/P2bP2P/1P1QBPP1/R3R1K1 w - - 0 21,f2f3,One idea here is to recapture with the bishop on e4 and set up a blockade.
5rk1/6pp/p7/1p6/2pPp3/P2bP1qP/1P1QB1P1/5RK1 b - - 1 25,f8a8,"This wastes a tempo. I cannot prevent the exchange of rooks. akryl: Yes, but it doesn't seem to critical. White actually gives it back later."
5Rk1/6pp/p7/1p6/2pPp3/P2bP1qP/1P1QB1P1/6K1 b - - 0 27,g8f8,"This is the point where things get interesting. I have queenside pawns which will win if the queens come off the board. White's bishop is inactive and his queen is tied down to defensive duties. However, if White manages to untangle his queen and bishop, he will be the one with winning chances due to the passed pawn. akryl: This position is interesting. Black has a few winning tries. Exchanging Queens, cannot be done. Hiding the king on the queen side and maybe support the pawns. While advancing the king side pawns to open up the king. And the method you chose. While you have a promising position here. There are some problems: It is in actuality your bishop that is restricted. Not whites, wich can do good defensive and offensive work from d1 or the d1-h5 diagonal. Your king has no viable pawn shield on the king side. And white can often find a repetition draw by attacking the king with the lone bishop. And the bishop might join in and there might even be a mating attack. Se the game. The Queen at g3 is of no use in the defence. All in all I would go for the idea of hiding the king on the queen side ASAP and try to find a win from there."
5k2/6pp/p7/1p6/2pPp3/P2bP1qP/1P1QB1P1/6K1 w - - 0 28,e2f1,28. Bd1/g4 would be much more to the point. Keeping the bishop nice and limber.
5k2/6pp/p7/1p6/2pPp3/P2bP1qP/1P1Q2P1/5BK1 b - - 1 28,a6a5,"Because 29.Qxa5?? Qxe3+ is winning for Black. This tactic is present for the next several moves. My plan was to play ..b4 at some time and force a passed pawn on that side. However, I missed my chance when it came. akryl: This is a seriously committing move. You have no more possibility of transferring the king to the Queen side. And the pawns a5/b5 may become targets unless you move them forward. Unless you have a clear point in mind you should avoid such commiting moves. There is nothing wrong with your endgame instincts, though. Creating passed and advanced pawns are the right idea."
5k2/6pp/8/pp6/2pPp3/P2bP1qP/1P1QB1P1/6K1 b - - 1 29,f8f7,Another th eme in this endgame is whether or not a queen trade on f2 allows my queenside pawns to win the game for me. This has to be calculated after every move. akryl: You only have to calculate it once. I think:)
8/5kpp/8/pp6/2pPp3/P2bP1qP/1P1Q2P1/3B2K1 b - - 3 30,f7e6,"The turning point of the game. My basic question to whoever annotates this game is, ""does 30...b4 win?"" The move I played is clearly weak as the continuation shows. In retrospect, the whole idea of bringing the king up is kind of rotten. However, 30...b4 and then: 1) 31.axb4 axb4 with the threat of ..c3. (32.Qxb4 Qxe3+ 33. Kh2 Qxd4) 2) 31.Kh1 Bf1! A local master was kind enough to go over parts of the game with me and he found this move. It was this line which made me reject 30...b4 in the first place, so I am particularly interested if this works. 3) 31.Qf2+? Qxf2 32.Kxf2 c3 and Black queens. There may be other lines, but I think Black looks good. akryl: 30... b4 31. axb4 axb4 32. Kh1! Bf1 33. Kg1! Bd3 Sorry :) 31. Kh1! Bf1 32. Kg1! Bd3 :) 31... bxa3 32. Qxa4! Draws! 31... c3 32. bxc3 bxa3 33. Qa2+ Kf6 34. Bg4! and other tries to hide the black king also seem to fail. White can now activate his bishop both on the king and queen side of the board. The end of the game see you compound your mistakes and lose. That I will leave without comment. In this game you achieved a very promising position. But did not see that you would need to keep your pieces in order to exploit the advantage. And if your opponent has little space he will suffer all the more. Since he will be unable to manouver. And you have to remember that most opponents try to generate counterplay, so you need to play a good game to win an alreay won game. A last piece of advice: Even though I criticised your commiting move, you should not be afraid to play the moves you feel are the best. How else will you learn from your mistakes."
8/6pp/8/pp1k4/2pPp1B1/P2bP1qP/1P1Q2P1/7K b - - 7 32,g3c7,"I felt bad about giving up my queen's good position, but my threats on White's e-pawn are gone because White's queen has too many checks. Now Black's winning chances are close to nil."
8/2q3pp/8/pp1k4/2pPp1B1/P2bP2P/1P1Q2P1/7K w - - 8 33,d2f2,White's queen comes out and Black's advantage is totally gone.
8/7p/2q2Qp1/pp1k4/2pPp1B1/P2bP2P/1P4P1/7K w - - 2 35,f6e5,"Even without the blunder, there is not much hope for Black after 34.. .Qd6 35.Qf7+ Kc6 36.Qa7."
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,"I personally think that 1.d4 is somewhat better than 1.e4 against computer, maybe because Sicilian defense is very strong and open positions which arise, machine can be much better hande and calculate than i (well, daaa...). Killerman: I agree d4 is better and computers do not handle the blocked position that well. I have to say I have had good results against the Sicilian when playing computers."
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,f7f5,"I don't have much experience in Dutch , so i tried to find sideline and avoid theory..."
rnbqkbnr/ppppp1pp/8/5p2/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,b1c3,2.Nc3 is always a good Anti-Dutch weapon.
rn1qkb1r/ppp4p/4bpp1/3p1p2/3P4/2NBP3/PPP2PPP/R2QK1NR w KQkq - 0 7,d1f3,To this point we are following Browne-Byrne USA 1977 1-0. In that game Black now played c6 to strenghten the centre and allow the queen to come to b6 and pressure the queenside.
rn1qkb1r/ppp4p/4bpp1/3p1p2/3P4/2NBPQ2/PPP2PPP/R3K1NR b KQkq - 1 7,f8g7,I dont like this move as I do not see the long-term potential of the bishop on this diagonal with the pawn sitting on f6.
rn1qk2r/pp4bp/2p1bpp1/3p1p2/3P4/2NBPQ2/PPP1NPPP/R3K2R w KQkq - 0 9,h2h3,"I remember reading a text from ""Chess Life"" by IM Jeremy Silman, when he sugested that White's plan of h2-h3 followed by g2-g4 and Kingside attack creates an interesting game. So i decidet to try it out, altough i just didn't beleve it will work agains such a strong opponent, and that i'll just overextende my attack at some point and die...Killerman: I have to agree that this is the plan but I prefer playing 0-0-0 first to connect the rooks. I do not see that this will slow you down as the position is blocked until you make the break. If there is one thing to learn here it is to attack at the right time and when the pieces are in the right position. If you attack too soon you find that you have to waste a move later on to complete development and that is just enough for the opponent to cover the attack. As computers do not shuffle pieces well I would have looked to manouvre first and then play g4. As it happens you get a very good position playing it your way. Silman's books are excellent and I would also recommend 'How to Reassess Your Chess' as another good read."
rn2qrk1/pp3bbp/2p2pp1/3p4/3P1NP1/2NBPQ2/PPP2P2/2KR3R b - - 4 13,h7h6,"Well, solid start, i tought,but it was time to develop a concrete plan (if it is possible). What's it gonna be...14.Rh2 or 14.e4 ... I decided to lift a rook on h-file...Killerman: This is a very nice position for White but not yet a clear cut win. Black has a sound if cramped defensive position and the key piece here has to be the g7 bishop which covers the key h6 pawn. Doubling rooks on the h-file looks attractive but where is the breakthrough coming from? I think e4 is a good idea too but would prepare it first with Rde1. Another interesting idea is Nh5! threatening to get rid of the g7 bishop liquidates the position and White ends up slightly better."
r3qrk1/pp1n1bb1/2p2ppp/3p4/3P1NP1/2NBPQ2/PPP2P1R/2K4R b - - 3 15,g6g5,"Didn't expect this move,more to move the king to h7 or so and here i noticed that i have a really good game actually and that i can fight for draw. Yes draw was all i ever wanted..."
r3qrk1/pp1n1bb1/2p2p1p/3p2pN/3P2P1/2NBPQ2/PPP2P1R/2K4R b - - 1 16,f7h5,Killerman forced move else the g7 bishop goes and the position collapses
r4rk1/pp1nq1b1/2p2p1p/3p2pR/3P2P1/2NBPQ2/PPP2P2/2K4R w - - 1 18,d3g6,"Wow, i was so enlighted when i did this move... Is't like when you walk on nice sunny day when sudenly someone comes and slaps you!(or somthing like that). Analyzing game later i noticed that after Qf5 i could have better game...Killerman: This looks attractive but in reality the game can be won. Qf5 is as you say a very good line but even better is the sacrifice Rxh6"
3r1r1k/pp2q1bB/1np2p1p/3p1QpR/3P2P1/2N1P3/PPP2P2/2K4R w - - 7 21,h5h6,"I know i saw atleast a draw here somewhere after this sacrifice!! Man,i'm so close and the game was only reaching its 21. move."
5r1k/pp1rq2B/1np2p1R/3p1Qp1/3P2P1/2N1P3/PPP2P2/2K5 w - - 1 23,h7g6,I was running out of time (2-3 min. or so) so i missed a simple 24. Qg6 Qg7 25.Qh5 when he would have to give up his Queen for Rook and a Bishop touhgt it would still leave him with solid game and i would lose the game on time(again...).
5rk1/pp1rq2B/1np2p1R/3p1Qp1/3P2P1/2N1P3/PPP2P2/2K5 b - - 8 26,g8h8,"Threefold repetiton and i was happy. Maybe i'm not such a passive player after all,i tought. I just couldn't ""buy"" taht his strenght was set on 2670 more like 1500-1600 or so. Maybe i'll finaly start winning some games! Well, i just have to show this miniature to someone, so there u go.Killerman: A well played game against Fritz. Well Done. Your play proved to give you the opportunities and Black never really got into the game which proves what we said at the start about blocked positions. You really only missed the earlier Rxh6. Well played, you proved that you can play chess after a heavy night!!"
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,"Since I don't play in tournaments, this is a casual game I played. My goal in the Opening is to develop pieces quickly, not to follow a specific ""book opening"".' bscastro: ""That is good. Also, studying some basics of openings is good so you see how the pieces work together in the opening. You mentioned that planning is a difficulty for you, and studying openings (not memorizing, but actually trying to understand the opening) will help you to understand what plans come out of those openings. The pawn structures and piece placement will determine what you will be doing in the middlegame. In any case, don't study openings too much (better to study tactics first at your level--and mine :-) but it is good to study a little."""
rnb1kbnr/pp1qpppp/8/3p4/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 5,f1b5,Here I take advantage of the Queen-King line up.
r3kb1r/pp1bpppp/2n1qn2/1B1p4/3P4/2N1BN2/PPP2PPP/R2Q1RK1 w kq - 10 9,f3g5,"To chase away the Queen."" bscastro: ""This is okay, but you should continue your development. Black's queen is not doing much at the moment. You can continue with natural development and this will also give you opportunities later to perhaps attack the queen. Also, after the queen moves, your knight on g5 is not doing much. In the opening, look for moves to improve your position. At this point you have an advantage because Black's position is very cramped."""
r3kb1r/pp1bpppp/2n1qn2/1B1p2N1/3P4/2N1B3/PPP2PPP/R2Q1RK1 b kq - 11 9,e6f5,"White has a better position because of his better development and Black's cramped game. White needs to start making some plans for the middle game. Some general thoughts here include a) eventually doubling heavy pieces on the open e-file; b) Depending on where the Black king ends up, moving the bishp to d3 or e2; c) See if there are future ways of taking advantage of the opponent's queen in the middle of the board."""
r3kb1r/pp1bpppp/2n2n2/1B1p1qN1/3P4/2N1B3/PPP2PPP/R2Q1RK1 w kq - 12 10,b5a4,"I'm getting worried about this Bishop. I plan to bring it to a2 or c2 later."" bscastro: ""Why are you worried about the bishop? If you want to move the bishop, d3 or e2 would be better, because after ...e6, White won't be able to attack d5 so easily, and the light-square bishop will be stuck on b3 and will take a long time to get to c2 (you would have to move the knight, play c3 or c4, then play Bc2). See my recommendations below."""
r3kb1r/1p1bpppp/p1n2n2/3p1qN1/B2P4/2N1B3/PPP2PPP/R2Q1RK1 w kq - 0 11,a4b3,Now I put pressure on d5.
r3kb1r/1p1bpppp/p1n2n2/3p1qN1/3P4/1BN1B3/PPP2PPP/R2Q1RK1 b kq - 1 11,e7e6,"Black easily defends against this plan. As I mention in my recommendations below, try to figure out how your opponent can defend. If he can't (or by doing so makes his position weaker) then your plan is probably okay. If he can, think of another plan (or find a different move order to make your plan work)."""
r3kb1r/1p1b1ppp/p1n1pn2/3p1qN1/3P4/1BN1B3/PPP2PPP/R2Q1RK1 w kq - 0 12,h2h3,I moved h3 because I didn't know what to do here.
rb3rk1/1Q1b1ppp/p3pn2/3p1qN1/8/PBN1B2P/1PP2PP1/R4RK1 w - - 1 17,e3c5,"I must be careful now! If Qxa8 Bh2+, Rxa8. I decided to threaten f-rook with my Bishop."" bscastro: ""This is actually fine. Black has many hanging pieces, and you win the exchange and more with this move."""
rb3rk1/1Q1b1ppp/p3pn2/2Bp1qN1/8/PBN4P/1PP2PP1/R4RK1 b - - 2 17,f5g5,"I just realized that I left my knight en-prise. Maybe it was better: Nf3 and then Bc5."" bscastro: ""This would have been fine also, but Bc5 was good."""
rb3Bk1/1Q1b1ppp/p3pn2/3p2q1/8/PBN4P/1PP2PP1/R4RK1 b - - 0 18,f6h5,Black is setting up a mate threat.
rb3Bk1/1Q1b1ppp/p3p3/3p2qn/8/PBN4P/1PP2PP1/R4RK1 w - - 1 19,b7a8,Material status: White is way ahead in material!
Qb3Bk1/3b1ppp/p3p3/3p2q1/5n2/PBN3PP/1PP2P2/R4RK1 b - - 0 20,f4e2,A free knight... I'll take it!
Qb1q1Bk1/3b1ppp/p3p3/3p4/8/PB4PP/1PP1NP2/R4RK1 w - - 1 22,f8d6,"Here I panicked... If I move the Queen away, I'll lose the Bishop. So, I retreat my Bishop to d6, putting pressure on Black's bishop."" bscastro: ""You should be proud of this move, it piles up on the pinned piece (the bishop on b8) and wins it."""
Qb1q2k1/5ppp/p2Bp3/1b1p4/8/PB4PP/1PP1NP2/R4RK1 w - - 3 23,a8b8,"I decided to trade Queens and my Knight for Black's Bishop."" bscastro: ""A good choice. In general, when you are ahead by a lot of material, you should exchange pieces."""
1B4k1/5ppp/p3p3/1b1p4/8/PB4PP/1PP1NP2/R4RK1 b - - 0 24,b5e2,"I think you couldn't have protect this piece, because you needed to win the bishop on b8. When you are ahead by a lot of material, it is good to exchange material."""
1B4k1/5ppp/p3p3/1b6/3p4/P5PP/BPP2P2/R3R1K1 w - - 0 27,e1e5,"I wanted to take the initiative but wasn't sure what to do here. Here's my *biggest problem*, I do okay in the opening, and the ending, but in the middlegame I am never sure about what to do. What can I do to improve my playing?"
1B4k1/5pp1/p3p2p/1b2R3/3p4/P5PP/BPP2P2/R5K1 w - - 0 28,a1d1,the passed pawn is making me nervous.
1B4k1/5pp1/p3p2p/1b2R3/8/P2p2PP/BPP2P2/3R2K1 w - - 0 29,c2c3,"Now I want to move all my pawns to white squares."" bscastro: ""It depends. On the one hand your bishop protects all of your pawns. On the other hand, your bishop is blocked by your pawns. this is a case where the specific situation is more important than the general rule. You are winning by a lot, so you need to make plans differently now."""
1B6/5ppk/p1b1p2p/4R3/8/PPPp2PP/B4P2/3R2K1 w - - 1 31,d1d3,Great! I killed the passed pawn.
1B6/5p1k/p3p1pp/2R5/4b3/PPPR2PP/B4P2/6K1 w - - 2 33,d3e3,Now I try to keep my rooks on dark squares.
1B6/1b3p1k/p3p1pp/2R5/8/PPP1R1PP/B4P2/6K1 w - - 4 34,c5c7,Forks B and f-pawn.
1B3k2/2R5/p3p1p1/3b3p/8/PPP1R1PP/5P2/1B4K1 w - - 2 38,b1g6,I systematically attack the base of all pawn chains.
1B4k1/2R5/p3p1B1/3b3p/8/PPP1R1PP/5P2/6K1 w - - 1 39,g6f7,I want to destroy his light-squared Bishop.
1B3k2/2R5/p3b3/7p/8/PPP1R1PP/5P2/6K1 w - - 0 41,e3e6,Finally I got open files for both my rooks.
5k2/B1R5/4R3/p7/8/PPP3PP/8/6K1 w - - 0 44,e6b6,Closing in for the kill!
6k1/B1R5/1R6/p7/8/PPP3PP/8/6K1 w - - 2 45,b6b8,"I won thi s game, but I played the middlegame without a clear plan. Please let me know what I can do to improve my play."" bscastro: ""Here are some recommendations based on this game. First, think about how long your plans take. Earlier in this game, you mentioned a plan of putting your light-square bishop on b3 or c2. Ask yourself while you're playing, what is my bishop doing here? Is there a better place for my bishop? If you're plan was to attack the d5 pawn, ask yourself, how easy can my opponent defend against my attack. These types of questions will help you develop a plan when playing. Secondly, tactics, tactics, tactics! Your opponent made many mistakes, so you were okay, but every player under master level should study tactics intensely. Third, here are some general guidelines for planning when you are ahead in material: 1) Continue to attack weak points in your opponent's position-e.g. weak pawns, pinned pieces, etc. 2) Exchange pieces (if you do #1 correctly, this will be easier, because you can exchange if your opponent tries to defend his pawns or pieces. 3) Stop your opponent's counterplay--e.g. If your opponent has a dangerous passed pawn, give some material back to stop their threats (for example, sacrifice a piece if you are way ahead to stop the pawn). 4) Always be on alert of surprises-e.g. losing your queen or getting checkmated. Finally, to improve your game overall and your planning, study games of stronger players and try to decide what plans they were making. Cover up the moves of the game and see if you can figure out what plan should be followed and then see what plan they actually did. This is best done with annotated games which there are plenty of on the web for free. Good players to do this with are positional players like Capablanca or Karpov, but attacking players like Morphy or Tal are good too because you can see how they build up an attack (not just making one move threats). Oh, and study those tactics! Good luck and I hope this will be helpful to you."""
rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 5 5,h7h6,"I'm not sure to force the exchange Bishop vs. Knight. And the Knight is the one at the 0-0 Side. MrBug: 'force'? There is also Bh4, which is better in my opinion. Black doesn't know when White will take f6, if ever."
rnbqk2r/ppp1bpp1/4pn1p/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 6,g5f6,Here I was sure it's right to take back with the Bishop.
rnbqk2r/ppp2pp1/4pb1p/3p4/2PP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 7,c4d5,I don't know if that was a good moment for 0-0!
rnbq1rk1/ppp2pp1/5b1p/3p4/3P4/2N1PN2/PP3PPP/R2QKB1R w KQ - 1 9,d1c2,I though about g7. But it opens the King's position.
r1bqr1k1/ppp2pp1/2n2b1p/3p4/1P1P4/P1N1PN2/2Q2PPP/R3KB1R b KQ - 0 11,f6d4,to take with the pawn was not possible. I think this was good. Wasn't it?
r2qr1k1/ppp2pp1/2n4p/1B1p1b2/1P6/P1Q1PN2/5PPP/2KR3R b - - 2 14,d8d6,I'm not sure if Qd6 or Qd7 was better. Is there a difference here? MrBug: probably not better to pin the queen.
r3r1k1/ppp2pp1/2Bq3p/3p1b2/1P6/P1Q1PN2/5PPP/2KR3R b - - 0 15,d6c6,"I forced the Queen Exchange. Because the White King isn't in good position. MrBug: If you want to attack the Black king, in general you should keep the queens on unless you have a clear reason for not doing so."
6k1/2pb1pp1/7p/2pp4/1r6/4PN2/r2K1PPP/1R5R w - - 4 26,d2c3,"I could not find a Mate. And because I played against a stronger Player than me (over 1900) i was happy for the Draw. MrBug: I would not be happy with a draw against anyone here as Black - if you are winning, play on what are you afraid of?"
6k1/2pb1pp1/7p/2pp4/1r6/2K1PN2/r4PPP/1R5R b - - 9 28,a2a3,But One Question: Was there a Mate (or an advantage) possible? MrBug: You don't consider two extra pawns and active pieces an advantage? It is an absolutely winning one. Make your games more of a fight! Draws are for dead positions or for boring grandmasters!
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c7c6,"I love Caro-Kann ! I feeling it, my preferred defence (it's solid) Me too :)"
rnbqkbnr/pp2pppp/2p5/8/3PN3/8/PPP2PPP/R1BQKBNR b KQkq - 0 4,c8f5,And the Queen's Bishop is out (it's a great relief). This is one of reasons that I prefer Caro-Kann. That is the main advantage of Caro-Kann compared to French defence.
rn1qkbnr/pp2ppp1/2p3bp/8/3P3P/5NN1/PPP2PP1/R1BQKB1R b KQkq - 1 7,b8d7,I know that the Knight in e5 is no good for black. That is true.
r2qkbnr/pp1nppp1/2p3bp/8/3P3P/5NN1/PPP1BPP1/R1BQK2R b KQkq - 3 8,e7e6,"Maybe Qc7 comes first ,I'am not sure,it prevents Bf4 or maybe you can play it later instead of Nf6 . Anyway the h2-b8 diagonal is important for black in this defence.Afther Qc7 and Bd6 white has problems on g3,also afther Qc7 white can't play Ne5."
r2qkb1r/pp1n1pp1/2p1pnbp/8/3P3P/5NN1/PPP1BPP1/R1BQ1RK1 w kq - 2 10,f3e5,"ok, now isn't a problem. If you had your queen in c7 you didn't have to make your next move."
r2qkb1r/pp3pp1/2p1pnbp/4P3/7P/6N1/PPP1BPP1/R1BQ1RK1 b kq - 0 11,f6d5,"Now you have sensibile square in d6,for example 12.Bd3 Bxd3 13.Qxd3 and white can later try to play c4,Td1 and Ne4-d6 (pretty anoying knight but if you exchange it he gets an free pawn right in the middle).You can still defend good but your game is harder then befor.White howevere didn't choose this plan."
r2qkb1r/pp3ppb/2p1p2p/3nP2P/8/5BN1/PPP2PP1/R1BQ1RK1 b kq - 2 13,d8b6,This move I don't like too much.Maybe it was better to put it in c7 where it is not so exposed ( maybe it is just question of stile but I always see queen in c7 in positions like this :).
r3kb1r/pp3ppb/1qp1p2p/3nP2P/8/5BN1/PPP2PP1/R1BQ1RK1 w kq - 3 14,f3d5,"This move is also strange.It is true that your knight was good but now you will have c-file openede,white knight in g3 is cutted off (no e4 square),black bishop on h7-b1 diagonal is stronger than ever and in the end black has a bishop pair that here it isn't so important but it may get important later in the game.White could have played Be4 to exchange your strong bishop and to bring his knight in e4 (where he still wants to go in d6)."
r3kb1r/pp3ppb/1qp1p2p/3BP2P/8/6N1/PPP2PP1/R1BQ1RK1 b kq - 0 14,c6d5,"The c-column is open, and this is OK for me (i hoped). It is good ( one of the reasons why one queen in c7 was nice ) but white did not play sharp next moves."
r3kb1r/pp3ppb/1q2p2p/3pP2P/8/6N1/PPP2PP1/R1BQ1RK1 w kq - 0 15,b2b3,White could have played sharp Be3!? and if you take pawn afther: 15... Qxb2 16. Tb1 Qxe5 (or Qxa2) 17.Txb7 and you have some problems with your king while white is better developed. It may be risky for white to give a central pawn but he has initiative and I think he can be dangerous.
r3kb1r/pp3ppb/1q2p2p/3pP2P/8/1P4N1/P1P2PP1/R1BQ1RK1 b kq - 0 15,f8b4,It ends up as loosing time.Maybe Tc8 right away was better: 15... Tc8 16.Be3 (white is trying defende c2 pawn somehow) Bc5 17.Bxc5 Qxc5 and the c2 pawn is lost! Even Qc7 wins a pawn (e5 or c2).
r3k2r/pp3ppb/1q2p2p/3pP2P/1b6/1P2B1N1/P1P2PP1/R2Q1RK1 b kq - 2 16,b4c5,Again Qc7 wins a pawn.(Have I told you that I like Qc7? :))
r3k2r/pp3ppb/1q2p2p/3pP2P/8/1P2b1N1/P1P2PP1/R2QR1K1 w kq - 0 18,f2e3,and White has 2 double Pawns. This move I didn't understand.Why not Txe3. Now white position is really bad! White moved 17.Te1 I though he did it to take with a rock.White already had a position that I didn't like (afther he played Bxd5) but now he has only problems while black has to castle and he is fine.
r3k2r/pp3ppb/1q2p2p/3pP2P/8/1P2P1N1/P1P3P1/R2QR1K1 b kq - 0 18,e8g8,Good!Some other moves wins material but there is no need to hurry white can do very little.
r4rk1/pp3ppb/1q2p2p/3pP2P/8/1P2P1N1/P1P3PK/R2QR3 b - - 2 19,a8c8,I wanted the C-column ! Good!
2r2rk1/pp3ppb/1q2p2p/3pP2P/8/1P2P1N1/P1P3PK/2RQR3 b - - 4 20,f8d8,"If ...d4, I defend. Alternative is Rc3 right away to block white position and to double rocks on c file soon as possible."
2rr2k1/pp3ppb/1q2p2p/3pP2P/8/1P2P1N1/P1P1Q1PK/2R1R3 b - - 6 21,d5d4,"You are following your plan,that is good."
2rr2k1/pp3ppb/1q2p2p/4P2P/3p4/1P2P1N1/P1P1Q1PK/2R1R3 w - - 0 22,e3e4,But now you loose some pressure on c2 pawn.
3r2k1/pp3ppb/1q2p2p/4P2P/3pP3/1Pr3N1/P1P2QPK/2R1R3 b - - 2 23,b6c5,I saw the defendeless e5-Pawn. Qf4 defendes it but white is still in troubles.
3r2k1/pp3ppb/4p2p/2q1P2P/3pP3/1Pr3N1/P1P2QPK/2R1R3 w - - 3 24,e1e2,Maybe Rf1 was better.
3r2k1/pp3ppb/4p2p/4q2P/3pP3/1Pr3N1/P1P1RQPK/5R2 b - - 1 25,f7f6,I saw the threat Qxf7. There was a nice combination: 25... Rxg3! 26.Qxg3 Qxh4+ 27. ?? Qxe2 and you win a piece if 26.Qxf7+ then Kh8 and you still win a piece and your king is safe enaugh.
3r2k1/pp4pb/5p1p/4p2P/3pPR2/1Pr3N1/P1P1R1PK/8 w - - 0 28,f4f3,I wanted occupy the c-column with my rooks.
6k1/pp4pb/5p1p/4pN1P/3pP3/1Pr5/P1P1R1PK/8 b - - 1 30,h7f5,"I like this move ,now you have two central pawns ready to advance."
8/5kp1/5p1p/pp2pP1P/P2p2P1/1Pr5/2P1R2K/8 b - - 0 34,b5b4,"This move is good ? Yes,advancing your a and b pawns was not so important but now this position gives no chances for white while black has clear plan..."
8/5kp1/5p1p/p3pP1P/Pp1p2P1/1Pr5/2P1R1K1/8 b - - 1 35,c3e3,I don't know if this move is good. But What can I play now ? .. not this one!!(you loos your pawn for nothing!) You had to play Ke7-d6-d5 and then advance with your central pawns keeping your king near them.Anyway you still can win this game.
8/5kp1/5p1p/p3pP1P/Pp1p2P1/1P2R3/2P3K1/8 b - - 0 36,d4e3,"And now here my great strategy problem: Pawns endgame ! Ok,the idea is to promote one pawn but you have to understand the position to find out the right one.I'll explain it afther your next few moves that are good (they centralise your king)."
8/5kp1/5p1p/p3pP1P/Pp4P1/1P3K2/2P1p3/8 w - - 0 38,f3e2,"Ok,here we are. You both have the same material but your position is wone!Why?Because you have your e-pawn free while white has to loose many time to create one on the queen's side(on the king's side there is nothing he can do).Your e-pawn probabliy want promote ever but it will serve for one important thing: to keep the white king away from his pawns on the queen's sidewhile you eat them :). First of all you go with your king near his pawns."
8/6p1/5p1p/p2kpP1P/Pp4P1/1P1K4/2P5/8 w - - 7 42,c2c4,White is desperate! If he plays Ke3 afther e5 he has to let your king in d4 (always closer and closer to his pawns)
8/6p1/5p1p/p2kpP1P/P5P1/1PK5/8/8 b - - 0 43,e5e4,"A passed Pawn, finally ! This move was not necessary!And it could have been wrong!Your pawn was doing fine job in e5 (always threating to addvance) while in e4 it is weak. You should have played Kc5 so white has no choice but to let you in b4 (finaly near his pawns) and then addvance your pawn until white has to go to stop it and then you eat both of his pawns: 43... Kc5! 44.Kd3 Kb4 45.Kc2 e4! (now it is going to promote and white can stop it only leaving his pawns) 46.Kd2 Kxb4 46.Kxe4 Kxa4 47.Kd3 Kb3 (and you promote your a pawn :)"
8/6p1/5p1p/p4P1P/P2kp1P1/1P6/3K4/8 w - - 2 45,d2c2,"And now, what must I do ??? Advance the e-Pawn or... ? Great double. Now you have to calcolate (just a little). But still you shouldn't try to hard to promote e-pawn he serves just to move away white king: 45.... Kc5! (keep your king on the queen's side,I think it is only move that wins) 46.Kc3 e3 47.Kd3 Kb4 (and here we are again :)"
